review_text,product_category,price,rating
"Works as expected, decent value.",Office Supplies,229.89,1
Fantastic! Will buy again.,Office Supplies,296.75,3
Fantastic! Will buy again.,Toys,390.66,5
"Works as expected, decent value.",Sports Equipment,84.41,5
"Excellent product, highly recommend!",Sports Equipment,92.58,4
Fantastic! Will buy again.,Sports Equipment,295.96,1
"Terrible quality, not worth the price.",Sports Equipment,244.82,4
"Amazing features, very useful.",Sports Equipment,186.87,2
"Very disappointed, it broke after one use.",Toys,66.36,2
"Satisfied with the purchase, value for money.",Office Supplies,347.45,2
"Good for the price, meets expectations.",Electronics,208.96,5
"Satisfied with the purchase, value for money.",Office Supplies,173.61,5
"Satisfied with the purchase, value for money.",Home Appliances,399.57,3
"Works as expected, decent value.",Home Appliances,324.66,2
"Excellent product, highly recommend!",Toys,386.79,4
Fantastic! Will buy again.,Home Appliances,395.59,1
"Terrible quality, not worth the price.",Toys,490.04,1
"Terrible quality, not worth the price.",Toys,171.68,1
Fantastic! Will buy again.,Electronics,325.61,3
"Good for the price, meets expectations.",Sports Equipment,318.3,1
"Terrible quality, not worth the price.",Office Supplies,365.57,1
"Works as expected, decent value.",Office Supplies,206.34,2
"Terrible quality, not worth the price.",Toys,229.15,1
"Excellent product, highly recommend!",Home Appliances,250.92,5
"Terrible quality, not worth the price.",Sports Equipment,210.46,2
"Good for the price, meets expectations.",Office Supplies,53.96,1
"Terrible quality, not worth the price.",Sports Equipment,66.64,3
"Very disappointed, it broke after one use.",Toys,291.91,5
"Terrible quality, not worth the price.",Sports Equipment,255.93,3
"Good for the price, meets expectations.",Home Appliances,222.37,2
"Terrible quality, not worth the price.",Home Appliances,403.03,2
"Works as expected, decent value.",Toys,303.02,2
"Excellent product, highly recommend!",Office Supplies,264.13,1
"Good for the price, meets expectations.",Sports Equipment,105.95,5
"Very disappointed, it broke after one use.",Office Supplies,226.74,5
"Works as expected, decent value.",Sports Equipment,114.21,4
"Very disappointed, it broke after one use.",Toys,333.15,4
"Very disappointed, it broke after one use.",Sports Equipment,62.08,1
"Could be better, not very durable.",Office Supplies,299.95,1
"Works as expected, decent value.",Sports Equipment,71.22,2
Fantastic! Will buy again.,Toys,397.59,3
"Terrible quality, not worth the price.",Home Appliances,171.07,1
Fantastic! Will buy again.,Home Appliances,262.94,5
"Good for the price, meets expectations.",Sports Equipment,251.25,1
"Satisfied with the purchase, value for money.",Sports Equipment,38.02,4
"Very disappointed, it broke after one use.",Home Appliances,43.46,5
"Quality is good, but overpriced.",Sports Equipment,166.47,2
"Very disappointed, it broke after one use.",Electronics,235.37,4
Fantastic! Will buy again.,Toys,467.24,4
"Satisfied with the purchase, value for money.",Toys,342.37,2
"Terrible quality, not worth the price.",Electronics,486.69,3
"Good for the price, meets expectations.",Office Supplies,43.57,5
Fantastic! Will buy again.,Sports Equipment,344.71,4
"Could be better, not very durable.",Home Appliances,428.51,4
"Good for the price, meets expectations.",Home Appliances,105.54,3
"Amazing features, very useful.",Electronics,485.65,3
"Terrible quality, not worth the price.",Toys,242.03,4
"Very disappointed, it broke after one use.",Office Supplies,195.22,1
"Could be better, not very durable.",Electronics,156.7,3
"Works as expected, decent value.",Sports Equipment,130.69,3
"Satisfied with the purchase, value for money.",Toys,358.12,2
"Could be better, not very durable.",Office Supplies,99.79,3
"Satisfied with the purchase, value for money.",Office Supplies,119.88,3
"Terrible quality, not worth the price.",Office Supplies,31.28,1
"Satisfied with the purchase, value for money.",Toys,220.29,4
"Satisfied with the purchase, value for money.",Office Supplies,349.83,5
"Satisfied with the purchase, value for money.",Office Supplies,234.01,5
"Works as expected, decent value.",Home Appliances,436.88,1
Fantastic! Will buy again.,Toys,237.74,4
"Excellent product, highly recommend!",Home Appliances,142.33,4
"Satisfied with the purchase, value for money.",Home Appliances,198.37,3
"Amazing features, very useful.",Office Supplies,119.4,2
"Works as expected, decent value.",Home Appliances,264.64,2
"Excellent product, highly recommend!",Home Appliances,354.65,4
"Works as expected, decent value.",Toys,115.59,1
"Terrible quality, not worth the price.",Electronics,165.26,5
"Works as expected, decent value.",Sports Equipment,210.16,4
"Could be better, not very durable.",Toys,465.96,2
"Quality is good, but overpriced.",Office Supplies,471.97,2
"Amazing features, very useful.",Office Supplies,69.76,4
"Excellent product, highly recommend!",Sports Equipment,454.03,5
"Satisfied with the purchase, value for money.",Home Appliances,83.84,4
"Terrible quality, not worth the price.",Office Supplies,443.13,4
"Very disappointed, it broke after one use.",Home Appliances,245.15,5
"Works as expected, decent value.",Home Appliances,226.56,3
"Quality is good, but overpriced.",Electronics,128.93,5
"Works as expected, decent value.",Office Supplies,336.86,4
"Could be better, not very durable.",Home Appliances,417.85,3
"Could be better, not very durable.",Home Appliances,361.99,3
"Excellent product, highly recommend!",Sports Equipment,397.43,4
"Good for the price, meets expectations.",Toys,58.52,4
"Excellent product, highly recommend!",Toys,241.42,3
"Satisfied with the purchase, value for money.",Office Supplies,341.34,1
"Satisfied with the purchase, value for money.",Office Supplies,238.21,3
"Could be better, not very durable.",Home Appliances,295.18,4
"Excellent product, highly recommend!",Office Supplies,360.19,2
"Very disappointed, it broke after one use.",Office Supplies,255.85,2
"Amazing features, very useful.",Sports Equipment,170.02,5
Fantastic! Will buy again.,Home Appliances,213.44,3
Fantastic! Will buy again.,Sports Equipment,378.09,4
"Satisfied with the purchase, value for money.",Electronics,441.78,1
"Excellent product, highly recommend!",Sports Equipment,184.43,2
"Works as expected, decent value.",Office Supplies,302.96,3
"Works as expected, decent value.",Home Appliances,233.35,3
"Satisfied with the purchase, value for money.",Sports Equipment,147.64,2
"Very disappointed, it broke after one use.",Office Supplies,135.16,4
"Terrible quality, not worth the price.",Office Supplies,480.03,5
"Quality is good, but overpriced.",Home Appliances,17.37,4
Fantastic! Will buy again.,Sports Equipment,453.58,3
"Excellent product, highly recommend!",Electronics,377.59,2
"Very disappointed, it broke after one use.",Electronics,333.24,3
"Satisfied with the purchase, value for money.",Office Supplies,364.73,3
"Excellent product, highly recommend!",Office Supplies,175.37,5
"Good for the price, meets expectations.",Sports Equipment,17.38,3
"Quality is good, but overpriced.",Office Supplies,218.12,5
"Works as expected, decent value.",Toys,450.84,4
"Good for the price, meets expectations.",Electronics,421.9,1
"Very disappointed, it broke after one use.",Sports Equipment,358.64,2
"Good for the price, meets expectations.",Home Appliances,270.66,3
"Good for the price, meets expectations.",Office Supplies,130.82,3
"Excellent product, highly recommend!",Home Appliances,448.78,4
"Satisfied with the purchase, value for money.",Office Supplies,70.01,2
"Excellent product, highly recommend!",Electronics,324.91,5
Fantastic! Will buy again.,Office Supplies,181.09,5
"Excellent product, highly recommend!",Toys,144.1,2
"Terrible quality, not worth the price.",Toys,169.24,2
"Excellent product, highly recommend!",Home Appliances,86.74,4
"Works as expected, decent value.",Toys,102.56,2
"Satisfied with the purchase, value for money.",Toys,253.87,1
"Excellent product, highly recommend!",Sports Equipment,455.01,2
"Satisfied with the purchase, value for money.",Electronics,356.93,5
"Very disappointed, it broke after one use.",Office Supplies,353.81,5
"Quality is good, but overpriced.",Home Appliances,467.98,4
"Good for the price, meets expectations.",Electronics,313.3,3
"Satisfied with the purchase, value for money.",Office Supplies,392.56,3
"Amazing features, very useful.",Toys,158.61,2
"Works as expected, decent value.",Home Appliances,318.56,3
"Works as expected, decent value.",Electronics,486.11,4
"Satisfied with the purchase, value for money.",Sports Equipment,325.34,2
"Very disappointed, it broke after one use.",Sports Equipment,285.36,5
"Amazing features, very useful.",Electronics,383.21,4
"Very disappointed, it broke after one use.",Office Supplies,249.26,1
"Amazing features, very useful.",Office Supplies,344.52,5
"Very disappointed, it broke after one use.",Toys,430.02,1
"Satisfied with the purchase, value for money.",Office Supplies,200.17,4
"Excellent product, highly recommend!",Sports Equipment,222.52,5
"Works as expected, decent value.",Office Supplies,461.94,5
"Quality is good, but overpriced.",Sports Equipment,383.43,2
"Quality is good, but overpriced.",Sports Equipment,416.46,1
"Good for the price, meets expectations.",Sports Equipment,466.32,5
"Amazing features, very useful.",Electronics,460.71,3
"Excellent product, highly recommend!",Home Appliances,201.68,1
"Very disappointed, it broke after one use.",Toys,101.33,2
Fantastic! Will buy again.,Sports Equipment,144.66,1
"Terrible quality, not worth the price.",Sports Equipment,260.35,3
"Terrible quality, not worth the price.",Toys,132.32,3
"Good for the price, meets expectations.",Home Appliances,153.65,2
"Amazing features, very useful.",Sports Equipment,207.09,5
"Excellent product, highly recommend!",Sports Equipment,76.29,1
"Satisfied with the purchase, value for money.",Electronics,228.13,3
Fantastic! Will buy again.,Home Appliances,398.39,2
"Satisfied with the purchase, value for money.",Sports Equipment,119.32,3
"Good for the price, meets expectations.",Electronics,54.68,1
"Terrible quality, not worth the price.",Toys,388.32,4
"Could be better, not very durable.",Home Appliances,244.63,1
"Satisfied with the purchase, value for money.",Office Supplies,209.39,2
"Amazing features, very useful.",Electronics,175.17,5
"Quality is good, but overpriced.",Sports Equipment,33.64,5
"Could be better, not very durable.",Toys,249.03,4
"Satisfied with the purchase, value for money.",Toys,439.62,4
"Could be better, not very durable.",Toys,374.93,2
"Good for the price, meets expectations.",Electronics,387.43,3
Fantastic! Will buy again.,Electronics,378.82,4
"Satisfied with the purchase, value for money.",Electronics,318.58,5
"Amazing features, very useful.",Toys,182.6,4
"Excellent product, highly recommend!",Electronics,385.18,4
Fantastic! Will buy again.,Toys,187.45,1
"Terrible quality, not worth the price.",Electronics,403.0,5
"Satisfied with the purchase, value for money.",Office Supplies,244.19,1
"Excellent product, highly recommend!",Electronics,389.99,3
Fantastic! Will buy again.,Office Supplies,150.87,4
"Very disappointed, it broke after one use.",Sports Equipment,138.52,5
Fantastic! Will buy again.,Toys,313.88,1
"Terrible quality, not worth the price.",Office Supplies,60.84,1
"Good for the price, meets expectations.",Sports Equipment,263.9,3
"Satisfied with the purchase, value for money.",Toys,402.4,3
"Satisfied with the purchase, value for money.",Office Supplies,57.85,5
"Amazing features, very useful.",Office Supplies,182.67,1
"Good for the price, meets expectations.",Toys,341.36,1
"Terrible quality, not worth the price.",Home Appliances,100.57,3
"Quality is good, but overpriced.",Toys,481.19,1
"Excellent product, highly recommend!",Toys,77.85,1
Fantastic! Will buy again.,Home Appliances,207.91,1
Fantastic! Will buy again.,Toys,45.54,5
"Very disappointed, it broke after one use.",Toys,296.48,2
"Terrible quality, not worth the price.",Office Supplies,431.96,2
"Terrible quality, not worth the price.",Home Appliances,21.62,2
"Could be better, not very durable.",Toys,175.71,4
"Amazing features, very useful.",Toys,138.94,3
"Amazing features, very useful.",Toys,426.78,1
"Amazing features, very useful.",Toys,390.37,5
"Satisfied with the purchase, value for money.",Home Appliances,224.28,1
"Amazing features, very useful.",Home Appliances,175.28,3
"Quality is good, but overpriced.",Sports Equipment,287.74,4
Fantastic! Will buy again.,Toys,179.39,5
"Excellent product, highly recommend!",Toys,479.65,2
Fantastic! Will buy again.,Office Supplies,369.2,5
"Satisfied with the purchase, value for money.",Office Supplies,174.1,4
"Amazing features, very useful.",Sports Equipment,38.82,5
"Very disappointed, it broke after one use.",Toys,422.12,4
"Terrible quality, not worth the price.",Sports Equipment,29.86,3
"Satisfied with the purchase, value for money.",Home Appliances,242.37,3
"Terrible quality, not worth the price.",Electronics,103.48,4
"Very disappointed, it broke after one use.",Sports Equipment,56.5,5
"Good for the price, meets expectations.",Home Appliances,73.69,3
"Satisfied with the purchase, value for money.",Home Appliances,312.74,2
"Amazing features, very useful.",Electronics,492.67,1
"Works as expected, decent value.",Sports Equipment,337.24,3
"Amazing features, very useful.",Office Supplies,410.61,1
"Good for the price, meets expectations.",Office Supplies,115.01,5
Fantastic! Will buy again.,Toys,423.12,2
"Excellent product, highly recommend!",Office Supplies,78.74,5
"Excellent product, highly recommend!",Sports Equipment,273.26,5
Fantastic! Will buy again.,Home Appliances,124.76,3
"Excellent product, highly recommend!",Office Supplies,243.9,1
"Good for the price, meets expectations.",Electronics,131.44,2
"Good for the price, meets expectations.",Home Appliances,60.44,3
"Could be better, not very durable.",Home Appliances,469.47,1
"Good for the price, meets expectations.",Home Appliances,87.05,5
"Satisfied with the purchase, value for money.",Electronics,22.76,4
"Could be better, not very durable.",Sports Equipment,209.71,1
Fantastic! Will buy again.,Home Appliances,49.73,1
"Terrible quality, not worth the price.",Sports Equipment,429.61,1
"Could be better, not very durable.",Sports Equipment,195.62,5
"Amazing features, very useful.",Toys,362.73,3
"Works as expected, decent value.",Electronics,10.93,1
"Quality is good, but overpriced.",Office Supplies,462.34,2
"Good for the price, meets expectations.",Home Appliances,236.22,3
"Quality is good, but overpriced.",Electronics,393.65,2
"Could be better, not very durable.",Electronics,84.12,1
"Good for the price, meets expectations.",Toys,375.76,1
"Works as expected, decent value.",Electronics,275.55,2
Fantastic! Will buy again.,Home Appliances,46.41,4
"Could be better, not very durable.",Home Appliances,412.39,1
"Works as expected, decent value.",Sports Equipment,490.83,5
"Excellent product, highly recommend!",Toys,78.18,3
Fantastic! Will buy again.,Office Supplies,427.95,3
"Satisfied with the purchase, value for money.",Toys,276.15,3
Fantastic! Will buy again.,Home Appliances,224.85,5
"Could be better, not very durable.",Sports Equipment,278.27,4
"Amazing features, very useful.",Sports Equipment,82.09,1
"Amazing features, very useful.",Home Appliances,241.15,1
"Works as expected, decent value.",Toys,198.91,4
"Excellent product, highly recommend!",Office Supplies,414.76,3
Fantastic! Will buy again.,Electronics,413.47,4
"Quality is good, but overpriced.",Office Supplies,128.13,5
Fantastic! Will buy again.,Toys,374.95,4
Fantastic! Will buy again.,Toys,200.82,4
"Very disappointed, it broke after one use.",Sports Equipment,94.81,4
Fantastic! Will buy again.,Toys,412.76,5
"Could be better, not very durable.",Home Appliances,440.22,5
"Works as expected, decent value.",Electronics,30.57,5
"Works as expected, decent value.",Electronics,69.5,4
"Quality is good, but overpriced.",Home Appliances,168.43,4
Fantastic! Will buy again.,Sports Equipment,183.82,5
"Could be better, not very durable.",Office Supplies,311.9,5
"Quality is good, but overpriced.",Office Supplies,294.52,1
"Very disappointed, it broke after one use.",Sports Equipment,184.18,1
"Terrible quality, not worth the price.",Home Appliances,295.52,3
"Quality is good, but overpriced.",Sports Equipment,313.64,5
"Excellent product, highly recommend!",Home Appliances,43.06,2
"Could be better, not very durable.",Sports Equipment,171.7,4
"Amazing features, very useful.",Sports Equipment,66.16,5
"Quality is good, but overpriced.",Toys,20.27,3
"Excellent product, highly recommend!",Sports Equipment,347.95,3
"Amazing features, very useful.",Sports Equipment,260.29,1
"Satisfied with the purchase, value for money.",Office Supplies,191.17,3
"Could be better, not very durable.",Sports Equipment,460.83,2
"Terrible quality, not worth the price.",Electronics,398.17,2
"Excellent product, highly recommend!",Toys,134.43,2
"Terrible quality, not worth the price.",Sports Equipment,222.68,2
"Works as expected, decent value.",Electronics,374.34,2
"Terrible quality, not worth the price.",Office Supplies,208.44,4
"Good for the price, meets expectations.",Electronics,334.82,1
"Terrible quality, not worth the price.",Sports Equipment,31.49,1
"Good for the price, meets expectations.",Home Appliances,76.05,5
"Quality is good, but overpriced.",Electronics,442.84,4
"Quality is good, but overpriced.",Home Appliances,44.67,5
"Very disappointed, it broke after one use.",Home Appliances,45.32,1
"Excellent product, highly recommend!",Electronics,245.29,5
"Very disappointed, it broke after one use.",Sports Equipment,172.49,5
"Excellent product, highly recommend!",Office Supplies,441.91,3
"Amazing features, very useful.",Electronics,135.72,1
Fantastic! Will buy again.,Sports Equipment,484.18,5
"Quality is good, but overpriced.",Toys,51.83,1
"Excellent product, highly recommend!",Office Supplies,301.8,4
"Could be better, not very durable.",Home Appliances,330.32,1
"Excellent product, highly recommend!",Sports Equipment,97.07,4
"Quality is good, but overpriced.",Sports Equipment,454.17,2
"Works as expected, decent value.",Toys,475.27,4
"Could be better, not very durable.",Sports Equipment,374.69,4
"Excellent product, highly recommend!",Toys,469.72,1
"Could be better, not very durable.",Office Supplies,119.33,1
"Amazing features, very useful.",Toys,381.54,5
"Quality is good, but overpriced.",Home Appliances,437.88,5
"Satisfied with the purchase, value for money.",Electronics,339.51,1
"Works as expected, decent value.",Home Appliances,496.84,5
"Works as expected, decent value.",Home Appliances,64.55,4
"Satisfied with the purchase, value for money.",Office Supplies,224.42,2
"Very disappointed, it broke after one use.",Sports Equipment,251.43,5
"Works as expected, decent value.",Electronics,475.5,5
"Works as expected, decent value.",Sports Equipment,290.35,4
"Satisfied with the purchase, value for money.",Sports Equipment,469.21,1
"Satisfied with the purchase, value for money.",Home Appliances,155.42,4
"Works as expected, decent value.",Home Appliances,125.49,5
Fantastic! Will buy again.,Sports Equipment,323.72,2
"Terrible quality, not worth the price.",Sports Equipment,24.47,2
"Quality is good, but overpriced.",Electronics,51.77,1
"Terrible quality, not worth the price.",Office Supplies,394.31,3
"Satisfied with the purchase, value for money.",Office Supplies,224.98,1
"Excellent product, highly recommend!",Toys,492.5,3
"Works as expected, decent value.",Sports Equipment,62.26,2
Fantastic! Will buy again.,Home Appliances,433.8,4
"Could be better, not very durable.",Office Supplies,299.15,5
"Very disappointed, it broke after one use.",Office Supplies,145.63,5
"Good for the price, meets expectations.",Toys,261.31,3
"Very disappointed, it broke after one use.",Sports Equipment,156.71,5
"Satisfied with the purchase, value for money.",Office Supplies,378.59,5
"Satisfied with the purchase, value for money.",Sports Equipment,145.93,3
"Good for the price, meets expectations.",Home Appliances,151.02,3
"Works as expected, decent value.",Office Supplies,235.84,4
"Quality is good, but overpriced.",Sports Equipment,453.3,5
"Good for the price, meets expectations.",Toys,424.59,5
"Quality is good, but overpriced.",Home Appliances,407.3,2
"Good for the price, meets expectations.",Toys,163.14,2
"Works as expected, decent value.",Electronics,87.19,1
"Very disappointed, it broke after one use.",Sports Equipment,147.9,3
Fantastic! Will buy again.,Office Supplies,171.81,4
"Amazing features, very useful.",Electronics,127.21,5
"Amazing features, very useful.",Toys,245.72,5
"Very disappointed, it broke after one use.",Home Appliances,59.59,5
"Very disappointed, it broke after one use.",Toys,456.82,4
"Amazing features, very useful.",Home Appliances,30.77,1
"Satisfied with the purchase, value for money.",Home Appliances,371.94,5
"Terrible quality, not worth the price.",Toys,147.18,2
"Excellent product, highly recommend!",Electronics,437.63,2
"Could be better, not very durable.",Home Appliances,231.65,3
"Very disappointed, it broke after one use.",Toys,54.98,1
"Could be better, not very durable.",Home Appliances,449.5,5
"Works as expected, decent value.",Home Appliances,360.0,5
"Could be better, not very durable.",Electronics,210.1,4
"Satisfied with the purchase, value for money.",Office Supplies,147.57,4
"Could be better, not very durable.",Home Appliances,259.6,4
"Quality is good, but overpriced.",Office Supplies,262.28,3
"Quality is good, but overpriced.",Toys,337.11,2
"Quality is good, but overpriced.",Electronics,484.61,5
"Good for the price, meets expectations.",Home Appliances,182.43,4
"Excellent product, highly recommend!",Toys,151.38,5
"Excellent product, highly recommend!",Sports Equipment,98.81,1
"Very disappointed, it broke after one use.",Office Supplies,459.71,4
"Could be better, not very durable.",Toys,188.52,2
"Satisfied with the purchase, value for money.",Toys,337.56,5
"Quality is good, but overpriced.",Electronics,270.06,3
"Quality is good, but overpriced.",Toys,46.07,4
"Excellent product, highly recommend!",Electronics,233.52,5
"Works as expected, decent value.",Sports Equipment,492.95,2
"Satisfied with the purchase, value for money.",Sports Equipment,356.75,4
"Good for the price, meets expectations.",Electronics,452.23,2
"Satisfied with the purchase, value for money.",Toys,249.53,4
"Works as expected, decent value.",Sports Equipment,407.71,3
"Amazing features, very useful.",Home Appliances,15.83,1
"Very disappointed, it broke after one use.",Sports Equipment,109.67,2
"Terrible quality, not worth the price.",Home Appliances,267.07,3
"Quality is good, but overpriced.",Office Supplies,430.82,2
"Quality is good, but overpriced.",Office Supplies,202.69,2
"Good for the price, meets expectations.",Office Supplies,369.91,3
"Good for the price, meets expectations.",Sports Equipment,148.34,4
"Good for the price, meets expectations.",Home Appliances,229.8,4
"Amazing features, very useful.",Sports Equipment,17.99,5
"Satisfied with the purchase, value for money.",Home Appliances,391.6,1
Fantastic! Will buy again.,Electronics,281.1,1
"Excellent product, highly recommend!",Toys,117.43,4
"Could be better, not very durable.",Sports Equipment,485.93,5
"Terrible quality, not worth the price.",Electronics,435.29,2
Fantastic! Will buy again.,Sports Equipment,52.57,2
"Works as expected, decent value.",Sports Equipment,232.56,2
Fantastic! Will buy again.,Electronics,66.82,5
"Works as expected, decent value.",Electronics,137.61,1
Fantastic! Will buy again.,Electronics,300.2,1
"Amazing features, very useful.",Sports Equipment,96.31,4
Fantastic! Will buy again.,Home Appliances,457.15,1
"Quality is good, but overpriced.",Sports Equipment,45.24,2
"Excellent product, highly recommend!",Sports Equipment,304.14,3
"Amazing features, very useful.",Electronics,55.03,1
"Quality is good, but overpriced.",Electronics,481.68,1
"Satisfied with the purchase, value for money.",Home Appliances,480.8,4
"Terrible quality, not worth the price.",Office Supplies,114.7,1
"Good for the price, meets expectations.",Office Supplies,404.75,3
"Excellent product, highly recommend!",Home Appliances,443.74,4
"Amazing features, very useful.",Toys,492.48,3
"Good for the price, meets expectations.",Sports Equipment,23.16,1
"Quality is good, but overpriced.",Home Appliances,470.11,1
"Good for the price, meets expectations.",Home Appliances,157.59,5
"Terrible quality, not worth the price.",Toys,270.38,1
"Quality is good, but overpriced.",Sports Equipment,467.03,2
"Amazing features, very useful.",Office Supplies,158.3,3
Fantastic! Will buy again.,Toys,366.4,4
"Very disappointed, it broke after one use.",Toys,471.5,4
"Could be better, not very durable.",Sports Equipment,236.27,2
"Amazing features, very useful.",Toys,42.43,5
"Very disappointed, it broke after one use.",Electronics,304.77,3
"Satisfied with the purchase, value for money.",Toys,19.67,1
"Excellent product, highly recommend!",Toys,190.53,1
"Quality is good, but overpriced.",Sports Equipment,191.83,2
"Good for the price, meets expectations.",Sports Equipment,243.67,4
Fantastic! Will buy again.,Home Appliances,43.95,4
"Excellent product, highly recommend!",Electronics,342.28,2
"Works as expected, decent value.",Home Appliances,233.67,3
"Good for the price, meets expectations.",Office Supplies,332.41,2
"Works as expected, decent value.",Toys,309.49,5
"Satisfied with the purchase, value for money.",Office Supplies,254.88,3
"Good for the price, meets expectations.",Sports Equipment,233.94,1
"Terrible quality, not worth the price.",Office Supplies,452.36,3
"Excellent product, highly recommend!",Electronics,333.11,3
"Quality is good, but overpriced.",Electronics,36.33,3
"Amazing features, very useful.",Sports Equipment,277.45,1
Fantastic! Will buy again.,Sports Equipment,112.26,5
"Amazing features, very useful.",Office Supplies,350.54,1
"Very disappointed, it broke after one use.",Home Appliances,73.09,3
"Terrible quality, not worth the price.",Sports Equipment,60.69,5
"Quality is good, but overpriced.",Home Appliances,170.09,2
"Quality is good, but overpriced.",Toys,450.82,4
"Very disappointed, it broke after one use.",Electronics,231.23,4
"Very disappointed, it broke after one use.",Electronics,415.33,1
"Very disappointed, it broke after one use.",Toys,343.45,1
"Could be better, not very durable.",Toys,323.04,2
"Could be better, not very durable.",Sports Equipment,376.61,3
"Could be better, not very durable.",Sports Equipment,157.68,3
"Quality is good, but overpriced.",Sports Equipment,71.24,4
"Could be better, not very durable.",Home Appliances,132.77,1
"Excellent product, highly recommend!",Home Appliances,404.17,2
"Works as expected, decent value.",Home Appliances,41.09,2
"Works as expected, decent value.",Electronics,351.87,3
"Quality is good, but overpriced.",Sports Equipment,98.36,1
"Quality is good, but overpriced.",Sports Equipment,354.08,1
"Could be better, not very durable.",Office Supplies,269.0,4
Fantastic! Will buy again.,Sports Equipment,364.35,4
"Satisfied with the purchase, value for money.",Electronics,54.09,3
"Works as expected, decent value.",Electronics,423.72,4
"Quality is good, but overpriced.",Office Supplies,239.16,2
"Very disappointed, it broke after one use.",Sports Equipment,61.03,5
"Terrible quality, not worth the price.",Office Supplies,29.17,2
"Very disappointed, it broke after one use.",Toys,435.64,4
Fantastic! Will buy again.,Electronics,192.31,2
"Very disappointed, it broke after one use.",Home Appliances,128.44,2
"Very disappointed, it broke after one use.",Electronics,392.48,4
"Very disappointed, it broke after one use.",Sports Equipment,255.98,4
"Good for the price, meets expectations.",Toys,330.05,5
"Satisfied with the purchase, value for money.",Toys,259.7,3
"Quality is good, but overpriced.",Office Supplies,386.4,4
Fantastic! Will buy again.,Office Supplies,490.57,1
"Amazing features, very useful.",Electronics,38.21,3
"Satisfied with the purchase, value for money.",Electronics,333.95,5
"Amazing features, very useful.",Toys,443.21,1
"Excellent product, highly recommend!",Office Supplies,329.57,2
"Good for the price, meets expectations.",Electronics,336.38,4
"Quality is good, but overpriced.",Office Supplies,235.86,5
"Good for the price, meets expectations.",Toys,12.62,4
"Good for the price, meets expectations.",Toys,120.71,5
"Excellent product, highly recommend!",Toys,217.51,1
"Satisfied with the purchase, value for money.",Home Appliances,322.97,1
"Works as expected, decent value.",Home Appliances,130.75,5
"Satisfied with the purchase, value for money.",Home Appliances,22.09,2
"Could be better, not very durable.",Electronics,51.73,5
"Quality is good, but overpriced.",Home Appliances,230.4,4
"Excellent product, highly recommend!",Home Appliances,370.06,4
"Satisfied with the purchase, value for money.",Toys,342.98,5
"Satisfied with the purchase, value for money.",Office Supplies,266.59,5
"Very disappointed, it broke after one use.",Toys,418.52,3
"Good for the price, meets expectations.",Electronics,278.45,1
"Satisfied with the purchase, value for money.",Office Supplies,287.48,3
"Very disappointed, it broke after one use.",Electronics,489.63,3
"Satisfied with the purchase, value for money.",Office Supplies,413.45,1
"Could be better, not very durable.",Office Supplies,161.13,3
"Satisfied with the purchase, value for money.",Office Supplies,451.31,2
"Amazing features, very useful.",Toys,351.31,3
"Could be better, not very durable.",Home Appliances,135.54,5
"Amazing features, very useful.",Home Appliances,109.66,1
"Amazing features, very useful.",Office Supplies,250.94,2
"Excellent product, highly recommend!",Home Appliances,40.08,1
"Excellent product, highly recommend!",Toys,343.82,3
"Satisfied with the purchase, value for money.",Office Supplies,366.54,5
"Amazing features, very useful.",Electronics,157.26,3
"Terrible quality, not worth the price.",Toys,249.71,5
"Works as expected, decent value.",Sports Equipment,148.94,1
"Amazing features, very useful.",Office Supplies,197.44,4
"Very disappointed, it broke after one use.",Electronics,42.35,2
"Terrible quality, not worth the price.",Sports Equipment,359.57,4
"Satisfied with the purchase, value for money.",Sports Equipment,117.61,4
"Excellent product, highly recommend!",Sports Equipment,435.9,2
"Could be better, not very durable.",Toys,64.87,5
"Terrible quality, not worth the price.",Toys,274.65,2
"Excellent product, highly recommend!",Electronics,395.13,4
"Could be better, not very durable.",Office Supplies,431.39,4
"Quality is good, but overpriced.",Sports Equipment,346.17,1
"Could be better, not very durable.",Electronics,204.28,1
"Terrible quality, not worth the price.",Office Supplies,465.41,5
"Terrible quality, not worth the price.",Sports Equipment,220.38,5
"Good for the price, meets expectations.",Sports Equipment,402.55,5
"Terrible quality, not worth the price.",Electronics,190.57,1
"Excellent product, highly recommend!",Office Supplies,444.59,2
"Amazing features, very useful.",Toys,100.55,2
"Satisfied with the purchase, value for money.",Sports Equipment,242.36,3
"Works as expected, decent value.",Home Appliances,432.54,5
"Could be better, not very durable.",Electronics,22.82,4
"Could be better, not very durable.",Electronics,41.13,3
"Satisfied with the purchase, value for money.",Office Supplies,170.81,2
"Works as expected, decent value.",Toys,198.64,5
"Works as expected, decent value.",Office Supplies,44.75,4
"Terrible quality, not worth the price.",Sports Equipment,234.44,5
"Amazing features, very useful.",Electronics,207.25,5
"Very disappointed, it broke after one use.",Home Appliances,382.39,5
"Works as expected, decent value.",Home Appliances,134.9,4
"Could be better, not very durable.",Toys,135.11,3
"Excellent product, highly recommend!",Electronics,163.44,1
"Excellent product, highly recommend!",Electronics,296.96,1
"Quality is good, but overpriced.",Electronics,18.95,1
"Could be better, not very durable.",Electronics,110.84,4
"Satisfied with the purchase, value for money.",Toys,280.62,2
"Amazing features, very useful.",Sports Equipment,62.84,2
"Satisfied with the purchase, value for money.",Home Appliances,168.1,5
Fantastic! Will buy again.,Office Supplies,447.91,3
